formulae,charges
['C9H18O6N3Fe'],[0]
['C6H12O6'],[0]
['C12H25N2O7'],[1]
['C6H11O9P'],[-2]
['C6H13NO8P'],[-1]
['C6H14O6'],[0]
['C6H9O7'],[-1]
['C6H14NO5'],[1]
['C7H15NO2'],[0]
['C10H12N5O11P2'],[-3]
['C6H12O6'],[0]
['C6H8O8'],[-2]
['C6H9O7'],[-1]
['C5H10N2O3'],[0]
['C5H8NO4'],"[0, -1]"
['C3H6O3'],[0]
['C3H8O3'],[0]
"['C10H13N5O5', 'C10H12N5O5']",[0]
"['C20H30N6O12S2', 'C20H28N6O12S2']",[-2]
"['C5H4N5O', 'C5H5N5O']",[0]
['C16H29O2'],[-1]
['C6H11O7'],[-1]
['C6H13NO2'],[0]
['C2H5O4S'],[-1]
['K'],[1]
['C24H42O21'],[0]
"['C5H10NO2S', 'C5H11NO2S']","[0, -1]"
['Mg'],[2]
['C23H27N3O7'],[0]
"['C6H6O24P6', 'C6H10O24P6']",[-12]
['C6H14O6'],[0]
['CH3O3S'],[-1]
['C74H112N14O39'],[-4]
['C74H114N14O40'],[-4]
['N2O'],[0]
['NO2'],"[0, -1]"
['C31H36N2O11'],[0]
['C312H523N6O200P4'],[-11]
['O2'],[-1]
"['C35H67O8P1', 'C35H67O8P']",[-2]
"['C35H63O8P', 'C35H63O8P1']",[-2]
"['C33H66N1O8P1', 'C33H66NO8P']",[0]
['C33H62N1O8P1'],[0]
"['C41H82N1O8P1', 'C41H82NO8P']",[0]
['C42H78O10P1'],[-1]
['C30H57O13P2'],[-3]
['C42H81O13P2'],[-3]
['C42H77O13P2'],[-3]
['C9H9O2'],[-1]
['C5H9NO2'],"[0, -1]"
['C4H14N2'],[2]
['C3H3O3'],"[0, -1]"
"['C7H11O6', 'C7H12O6']","[0, -1]"
['C43H58N4O12'],[0]
['C6H12O5'],[0]
['C6H14O6'],[0]
['C3H7NO3'],[0]
"['SO4', 'O4S']",[-2]
['C7H22N3'],[3]
"['C2H7NO3S', 'C2H6NO3S']","[0, -1]"
['C4H8NO6P'],[-2]
['C12H22O11'],[0]
['C9H10NO6P'],[-2]
['C60H100N1O7P1'],[0]
['C17H25N3O17P2'],"[0, -2]"
['C15H22N2O17P2'],[-2]
['C79H126N3O22P2'],[-3]
['C9H12N2O6'],[0]
['C10H11N4O9P'],[-2]
['C6H9O7'],[-1]
['C6H9O6PS'],[-2]
"['C17H19N4O9P', 'X']","[0, -2]"
['S'],"[0, -1]"
['C6H10O5'],[0]
['C6H10O5'],[0]
['C2420H4922N100O700P100'],[0]
['C5H6NO2'],[-1]
['C6H11O4'],[-1]
['C6H9O4'],[-1]
"['C7H9N5O8P2', 'C7H8N5O8P2']",[-3]
['C7H10O10P'],[-3]
['C7H14O2'],[0]
['C5H10O'],[0]
['C5H12O'],[0]
['C4H8O'],[0]
['C8H10O'],[0]
['C10H10N4O7P'],[-1]
['C7H10O5'],[-2]
['C7H7NO3'],[0]
['C33H54N7O18P3S'],[-4]
['C5H7O3'],"[0, -1]"
['C6H9O3'],"[0, -1]"
['C37H60N7O18P3S'],[-4]
['C39H64N7O18P3S'],[-4]
['C37H53O3'],[-1]
['C35H56N7O18P3S'],[-4]
['C4H10NO'],"[0, 1]"
['C7H5O3'],[-1]
['C28H46O'],[0]
['C5H9NO3'],[0]
['C6H9O9P'],[-2]
['C6H12N2O4S2'],[0]
['C20H22N2O8'],[-2]
['C2H3O2'],[-1]
['C23H34N7O17P3S'],"[0, -4]"
['C4H8O2'],[0]
['C10H13N5O4'],[0]
['C14H20N6O5S'],[0]
['C9H21N2OS2'],[1]
['C15H23N6O5S'],[1]
['C10H12N5O7P'],[-2]
['C3H8NO'],[1]
['C5H10O5'],[0]
['C4H8N2O3'],[0]
['C4H8N2O3'],[0]
['C4H6NO4'],"[0, -1]"
"['C19H27NO19P2R3', 'C4H6NO3R', 'C4H6NO4X', 'C4H5NO3R']","[0, -3]"
['C10H12N5O13P3'],[-4]
['C10H12N5O13P3'],[-4]
['C4H10O2'],[0]
['C10H16N4O4'],[0]
['C14H25N4O11P2'],[-1]
['C4440H7744N300O1500P200'],[-200]
['C44H89NO3'],[0]
['C44H89NO3'],[0]
['C42H85NO5'],[0]
['C8H13NO5'],[0]
['C7H6NO5'],[-1]
['CO2'],[0]
['CO2'],[0]
['C21H32N7O16P3S'],"[0, -4]"
['C21H32N7O16P3S'],"[0, -4]"
['C33H54N7O17P3S'],[-4]
['C3H5O6P'],[-2]
['C19H19N7O6'],[-2]
['C21H24N6O15P2'],[-2]
"['C95H156O', 'C55H92O', 'C15H28O']",[0]
"['C21H38O9P', 'C101H166O9P', 'C61H102O9P']",[-1]
['C10H13N2O14P3'],[-4]
['C5H8NO5'],[-1]
['C5H8NO5'],[-1]
['C4H7O7P'],[-2]
['C1695H2995O101'],[0]
['C12H22O11'],[0]
['C1695H2993O101'],[0]
['C28H42O'],[0]
['C28H42O'],[0]
['C6H10O12P2'],[-4]
['C28H46O'],[0]
"['C6H9NO2SR', 'C6H10NO2SR', 'C6H11NO3SX', 'C21H32NO18P2SR3']","[0, 1, -2]"
"['CHO2', 'CH1O2']",[-1]
['C4H2O4'],[-2]
['C2H4O2'],[0]
['C20H33O7P2'],[-3]
['C4H7N2O3R'],[0]
['C5H8NO4'],"[0, -1]"
"['C5H8NO4X', 'C20H29NO19P2R3', 'C20H28N6O13PR', 'C5H7NO3R', 'C5H8NO3R']","[0, -3]"
['C10H12N5O8P'],[-2]
['C10H12N5O14P3'],[-4]
['H2O2'],[0]
['C10H12N2O4'],[0]
"['C7H10O7', 'C7H7O7']","[0, -3]"
"['HCO3', 'CHO3']",[-1]
['C16H29O2'],[-1]
"['C27H49N2O8PRS', 'C16H29OSR', 'C400H631O143N96P1S3', 'C16H29OX']","[0, -1]"
['C26H51O2'],[-1]
"['C21H30N3O17P2R3', 'C6H9N3O2X', 'C6H9N3OR', 'C6H8N3OR']","[1, -2]"
"['C24H32N8O12', 'C24H34N8O12']","[0, -4, -2]"
['C5H12O'],[0]
['C6H12O2'],[0]
['C4H10O'],[0]
['C6H5O7'],[-3]
['C10H9NO'],[0]
"['C6H13NO2X', 'C21H34NO17P2R3', 'C6H12NOR', 'C6H13NOR']","[1, -2]"
['C10H8N2'],[0]
['C10H11NO'],[0]
['C5000H9900N100O1100P100'],[-100]
['C5000H9900N100O1200P100'],[-100]
['C5000H9900N100O1300P100'],[-100]
['C5H4O4'],[-2]
['C3H5O3'],[-1]
['C3H5O3'],[-1]
['C1697H2999O101'],[0]
"['C6H13NO2X', 'C6H12NOR', 'C6H13NOR', 'C21H34O17P2R3N']","[1, -2]"
['C8H15NOS2'],[0]
['C43H74N2O27P2'],[-2]
['C61H104N2O42P2'],[-2]
['C37H64N2O22P2'],[-2]
['C4H4O5'],[-2]
['C6H11O4'],"[0, -1]"
"['C6H7O21P5', 'C6H9O21P5']",[-10]
['C6H8O18P4'],[-8]
['C6H9O15P3'],[-6]
"['C6H6O24P6', 'C6H10O24P6']",[-12]
['C6000H11500N100O2500P200'],[-200]
['C6000H11500N100O2600P200'],[-200]
['C5600H10900N100O1700P100'],[-100]
['C20H21N7O6'],[-2]
['C21H27N7O14P2'],"[0, -2]"
['C21H27N7O14P2'],"[0, -2]"
['C21H26N7O17P3'],"[0, -4]"
"['H4N', 'NH4']",[1]
"['C11H14N2O8P', 'C11H13N2O8P']",[-1]
['C4H2O5'],[-2]
['C29H46N7O17P3S'],[-4]
['C18H31O2'],[-1]
['C39H62N7O17P3S'],[-4]
['C39H62N7O17P3S'],[-4]
"['C402H635O143N96P1S3', 'C18H33OSR', 'C29H53N2O8PRS']","[0, -1]"
['HO'],[-1]
"['C11H21N2O7PS', 'C11H20N2O7PS']",[-2]
['C3740H7244N100O800P100'],[0]
['C3740H7244N100O800P100'],[0]
['C25H41O7P2'],[-3]
['C3840H7244O1000P100'],[-100]
"['C9H11NOR', 'C9H10NOR', 'C9H11NO2X', 'C24H32NO17P2R3']","[1, -2]"
"['H1O4P', 'HPO4', 'HO4P']","[0, -2]"
"['H1O4P', 'HPO4', 'HO4P']","[0, -2]"
['C37H62N7O17P3S'],[-4]
"['P2HO7', 'H1O7P2', 'HO7P2']",[-3]
['C3840H7144N100O1000P100'],[-100]
['C18H39NO6P'],[-1]
['C18H39NO6P'],[-1]
['C4140H7644O1300P100'],[-100]
['C4140H7544O1600P200'],[-300]
['C3H3O3'],"[0, -1]"
['C39H60O4'],[0]
"['C17H19N4O6', 'C17H20N4O6']","[0, -1]"
"['C11H14N2O5', 'C11H15N2O5']",[1]
['C6H14O6'],[0]
['C6H14O6'],[0]
['C12H20NO4S2'],[-1]
['C18H39NO5P'],[-1]
['C18H39NO5P'],[-1]
['C30H50'],[0]
['C30H50'],[0]
['C39H66N7O17P3S'],[-4]
['C26H45NO7S'],"[0, -1]"
['C35H56N7O17P3S'],[-4]
"['C6H7NO2S2R2', 'C10H12N4O4S2R4', 'X']",[0]
"['C10H14N4O4S2R4', 'C6H9NO2S2R2', 'XH2']",[0]
['C5160H9566O600'],[0]
"['C15H23O16P2R3', 'HOX', 'HR', 'R', 'C15H21N5O10PR']","[0, -2]"
"['HOX', 'HR', 'R', 'C15H23O16P2R3']","[0, -2]"
"['C15H23O16P2R3', 'HOX', 'HR', 'R', 'C15H21N5O10PR']","[0, -2]"
"['C15H23O16P2R3', 'HOX', 'HR', 'R', 'C15H21N5O10PR']","[0, -2]"
['C11H12N2O2'],[0]
['C24H47O2'],[-1]
['C24H47O2'],[-1]
['C9H11NO3'],[0]
['C9H11NO3'],[0]
"['C9H11NO3X', 'C24H32NO18P2R3', 'C9H10NO2R', 'C9H11NO2R']","[1, -2]"
['C17H25N3O17P2'],"[0, -2]"
['C5H11NO2'],[0]
"['C20H32NO17P2R3', 'C5H11NOR', 'C5H10NOR', 'C5H11NO2X']","[1, -2]"
['C5H12O5'],[0]
['C27H42O'],[0]
['C1694H2993O101'],[0]
['C31H51N12O18P'],[-3]
['C24H36N7O13P'],[0]
"['C6H6N2O3', 'C6H7N2O3']",[-1]
['C14H23N2O9'],[-1]
['CH6NS2X'],[1]
['C36H40N4O8'],[-4]
['C2436H4548O750'],[100]
['C16H29O2'],[-1]
"['FeS', 'Fe2S2', 'XH2', 'Fe8S8XH2', 'Fe2S2X', 'R']","[0, 2, 4, -1]"
['C996H1868N62O1116P150'],[-100]
['C35H57O7P2'],[-3]
['C12H21O14P'],[-2]
['S2X'],[0]
['C11H19N4O6'],[-1]
['C9H18N4O4'],[0]
['C1710H3365O292P50'],[-50]
['C7H10O4'],[-2]
['C1860H3615N50O242P50'],[-50]
['C2136H4098N100O450P50'],[0]
['C1710H3315N50O292P50'],[-50]
"['C13H17O10P', 'C13H19O10P']","[0, -2]"
['C13H18O7'],[0]
['C420H750N30O420P30'],[-30]
['C55H90O'],[0]
['C40H36N4O16'],[-8]
['C6H5N2O2'],[-1]
['C3H2O6P'],[-3]
['C3H4O7P'],[-3]
['C16H28N2O11'],[0]
['C27H45FeN6O9'],[0]
['C27H45N6O9'],[0]
"['C30H29N3O16', 'C30H28N3O16']","[0, -1]"
['C6H12O6'],[0]
"['C11H14N2O5', 'C11H15N2O5']",[1]
['C3H4O7P'],[-3]
['C6H11O7'],"[0, -1]"
['C6H5O7'],[-3]
['C8H13N3O4'],[0]
"['C4H6O2', 'C4H7O2']",[0]
['C5H7O3'],"[0, -3, -1]"
['C5H12O5'],[0]
['C12H22O11'],[0]
['C16H18N2O4S'],[0]
['C135H216N2O68P4'],[0]
['C8H8O3'],[0]
['C8H12N2O3S'],[0]
['C159H256N2O88P4'],[0]
['C147H236N2O78P4'],[0]
['C70H132N3O26P3'],[0]
['C12H22O11'],[0]
['C4H7O3'],"[0, -1]"
['C12H21O14P'],"[0, -2]"
['C37H56O2'],[]
['C38H58O4'],[]
['C24H35N7O18P3RS'],[]
['C30H49O7P2'],[]
['C3H6O2'],[0]
['C24H42O21'],[0]
['C10H13N2O11P2'],[-3]
['C10H13N2O14P3'],[-4]
['C112H198N2O40P2'],[-6]
"['C6H9O6PS', 'C6H8O6PS']",[-2]
['C8H5O7'],[-3]
['C8H8O3'],[0]
['C6H9NO2'],[0]
['C6H9O7'],[-1]
['C27H42N7O18P3S'],[-4]
['C8H10O'],[0]
['C6H6O5'],[-2]
"['C30H38N7O18P3S1', 'C30H38N7O18P3S']",[-4]
['C8H8O'],[0]
['C8H10O'],[0]
['C7H6O5'],[-2]
['C6H4O5'],[-2]
['C4H6N4O'],[0]
['C5H12N2O'],[0]
['C4H9NO2'],[0]
['C7H7O4'],[-1]
['C7H6O3'],[0]
['C10H10O3'],[0]
['C10H9O4'],[-1]
"['C45CoH56N6O12', 'C45H56CoN6O12']",[-4]
['C7H6O2'],[0]
"['C34H32FeN4O4R4', 'C42H52FeN8O6S2']","[1, -1]"
"['C45H56CoN6O12', 'C62H89CoN13O14P']","[0, -5]"
['C29H40N7O19P3S'],[0]
"['C4H7N2O3', 'C4H8N2O3', 'C4H6N2O2']",[-1]
['C9H13N5O3'],[0]
['C10H18O2R'],[]
['C12H22O2R'],[]
['C14H26O2R'],[]
"['C11H19O8PR2', 'CH3R']",[0]
['C8H10'],[0]
['C8H8O3'],[0]
['C8H7O4'],[-1]
['C31H40N7O19P3S'],[-4]
['C5H11O3S'],[-1]
['C10H9O4'],[-1]
"['C6H9NO5', 'C6H7NO5']",[-2]
['C26H38N7O18P3S'],[-4]
['C5H4NO4'],[-1]
['C43H43N4O16'],[-7]
['C5H11O3S'],[-1]
['C8H10'],[0]
['C8H10'],[0]
['C5H11NO2Se'],[0]
['C7H8'],[0]
['C7H8'],[0]
['C39H74O10P'],[]
['C75H140O17P2'],[]
['C38H74NO8P'],[]
['C45H79N3O15P2'],[]
['R'],[]
['C129H237N2O62P2'],[]
['C33H58N3O18P2'],[]
['C78H150O3'],[]
['C86H166O3'],[]
['C86H168O4'],[]
['C84H162O3'],[]
['C174H332O15'],[]
"['C149H287O18S', 'C145H280O21S']",[]
['C12H21O14S'],[]
['C55H89O8P'],[]
['C14H20O4'],[]
['C34H57N2O9PRS'],[]
['C35H64O4'],[]
['C11H8O3'],[]
['C31H62O3'],[]
['C87H139N7O24P2'],[]
['C138H264O16'],[]
['C86H140N7O21P2'],[-3]
['C86H140N7O21P2'],[-3]
['C15H28N2O11S'],[]
['C33H48N5O13'],[1]
['C88H164O25P'],[]
['C56H104O23P'],[]
['C360H684O40'],[]
['C41H79O8P'],[]
['C95H152N8O29P2'],[]
['C33H48N5O13Fe'],[4]
['C23H45O2'],[]
['C364H692O40'],[]
['C249H415NO167P2'],[]
['C22H43O7P'],[]
['UKH2'],[]
['C69H131N2O8PRS'],[]
['C61H115N2O8PRS'],[]
['C48H81N7O18P3S'],[]
['C68H125N5O9P'],[]
['C70H127N5O8P'],[]
['C70H135N2O9PRS'],[]
['C45H52N4O14Co'],[-6]
"['C45H52CoN4O14', 'C45H52N4O14Co']",[-6]
['C10H12N2O2'],[]
['C684H1104O552'],[]
['C254H423NO171P2'],[]
['C39H77O2'],[]
['C36H71O2'],[]
['C33H65O2'],[]
['C34H67O2'],[]
['C29H57O2'],[]
['C24H47O2'],[]
['C25H49O2'],[]
['C22H43O2'],[]
['C19H37O2'],[]
['C18H25N2O9PRS'],[]
['C8H11NO'],[0]
['C8H11NO'],[0]
"['C29H42N7O18P3S', 'C29H38N7O18P3S']","[0, -4]"
"['C3H8O1', 'C3H8O']",[0]
['C5H5N2O2'],"[0, -1]"
['C5H6N2O'],[0]
[],[-24]
[],[-24]
[],[-24]
[],[-24]
['C6H11O8P'],"[-2, -1]"
['C21H26N7O14P2'],"[0, -1]"
['C1836H3398O400P50'],[-100]
['C55H76CoN15O11'],[0]
['C4H8NO6P'],[-2]
['C4H2N2O3'],[0]
['C4H2N2O3'],[0]
['C61H100O12P2'],[-2]
['C199H330O109P2'],[-2]
['C247H410O143P2'],[-2]
['C511H850O330P2'],[-2]
['C25H45FeN6O8'],[1]
['C25H45FeN6O8'],[1]
['C25H45N6O8'],[1]
['C25H45N6O8'],[1]
['C73H122O21P2'],[-2]
"['C61H102O12P2', 'C61H100O12P2']",[-2]
[],[0]
[],[0]
[],[0]
['C6H11O7'],"[0, -1]"
['C385H645N102O139S2'],[0]
['C26H40N7O18P3S'],[-4]
['C28H44N7O20P3S'],[]
['C25H38N7O18P3S'],[-4]
['C28H44N7O18P3S'],[]
['C28H40N7O17P3S'],[]
['C5H4O4'],[-2]
['C5H6O5'],[-2]
['C30H50'],[0]
['Hg'],[]
['C32H41N7O20P3S'],[-5]
['C76H139N4O28P2'],[-5]
['C24H36N7O18P3S'],[-4]
['C6H5O4P'],[-2]
['C31H52N4O18P2'],[-2]
['C14H20N2O16P2'],[-2]
['C3H6NO5S'],[-1]
['C7H6O'],[0]
['X'],[]
['C142H253N3O65P2'],[-4]
['C70H122N2O35P2'],[-6]
['C96H170N2O37P2'],[-6]
['N2'],[]
['C6H6O'],[]
['Tc'],[4]
['Tc'],[7]
['C4H5O3'],[-1]
['C7H8O'],[0]
['C7H6O2'],[0]
['AsO4'],"[-3, -2]"
['C4H7O2'],[-1]
['C2O4'],[-2]
['C42H54FeN8O6S2'],[3]
"['C3H8O1', 'C3H8O']",[0]
['C34H61N1O10P1'],[-1]
['C25H38N7O18P3S'],[-4]
['C29H53N2O8PRS'],[-1]
"['C39H71O8P', 'C39H71O8P1']",[-2]
['C21H35O7P1'],[-2]
['C39H63O8P1'],[-2]
['C21H33O7P1'],[-2]
['H'],"[0, 1]"
['C40H54O'],[0]
"['C8H10O2', 'C53H82O2', 'C13H18O2']",[0]
"['C13H16O2', 'C53H80O2', 'C8H8O2']",[0]
"['X', 'R']","[1, 2]"
"['X', 'R']","[0, 1]"
['R'],[2]
"['C55H72MgN4O5', 'C55H71MgN4O5']","[0, -1]"
['H2O'],[0]
['C48H75N3O15P2'],[-2]
['C45H82O10'],[0]
['C45H74O10'],[0]
['C51H85O15'],[1]
['C45H74O10'],[0]
['C27H46O2'],[0]
['C40H56'],[0]
['C39H72O5'],[0]
['C39H68O5'],[0]
['C39H64O5'],[0]
['C42H70O10P1'],[-1]
['C42H69O13P2'],[-3]
['Z'],[0]
"['C41H77O12S', 'C41H79O13S']",[-1]
"['C41H73O12S', 'C41H75O13S']",[-1]
['C30H44O2'],[0]
['Z'],[0]
['C9H18O8'],[0]
['C9H18O8'],[0]
['C50H57N13O25'],[-8]
['C21H30O3'],[0]
['C26H35O8'],[-1]
['C5H10N'],[1]
['C3H5NO2'],[0]
['C9H11NO4'],[0]
['C9H10O4'],[0]
['C6H7N2O2'],[-1]
['C9H9O5'],[-1]
['C10H11N5O13P2Se'],[-4]
['C3H2O6S'],[-2]
['C5H9N2O3'],[-1]
['C10H14N3O'],[1]
['C6H12O'],[0]
"['C8H8NO4', 'C8H9NO4']",[0]
['C19H30O2'],[0]
['C20H22N8O6'],[-2]
['C10H12N2O4'],[0]
['C9H13N2O2'],[1]
['C44H49N12O21'],[-7]
['C6H7NO5'],[-2]
['C12H14N2O2'],[0]
['XCO2C21H31N7O15P3S'],[-4]
['CO2R'],[-1]
['CO2R2'],[-1]
['CO2R2C21H31N7O15P3S'],[-4]
['CO2R3C7H14NO2'],[0]
['C52H92N3O27RCO'],[0]
['C78H135N4O45RCO'],[0]
['C52H92N3O27RCO'],[0]
['C66H111N4O38RCO'],[-2]
['C3H4O6PRCO'],[-2]
['C43H66N7O17P3S'],[-4]
['C29H49NO4'],[0]
['C10H20O5NPRR2CO'],[0]
['C19H30O2'],[0]
['C11H12N2O'],[0]
['C10H16'],[0]
['C27H53NO4'],[0]
['C16H28N4O4S'],[0]
['C43H62N7O17P3S'],[-4]
"['C62H88CoN13O14P', 'C62H88N13O14PCo', 'C62H92CoN13O14P']",[0]
['C24H39O5'],[-1]
['C27H46O'],[0]
['C9H16O9P2RCO2R2CO2RCO2R2CO2'],[-2]
['C43H64N7O17P3S'],[-4]
['C4H9N3O2'],[0]
['C4H7N3O'],[0]
['C1025H1660O10'],[0]
['C1080H1738O70P20'],[-30]
['C26H43NO5'],"[0, -1]"
"['C6H5O6', 'C6H6O6']",[0]
['C19H27O5S'],[-1]
['C30H55NO15SRCO'],[-1]
['C30H56NO12RCO'],[0]
['C1080H1758O40P10'],[-20]
['C48H81O41X'],[0]
['C32H39NO2'],[0]
['C18H33O2'],[-1]
['C18H24O2'],[0]
['C24H32O9'],[0]
['C24H30O8'],[0]
['C13H16N2O4'],[0]
['C70H122N3O40RCO'],[0]
['C76H132N3O44RCO'],[0]
['C50H89N2O26RCO'],[0]
['C56H99N2O31RCO'],[0]
['C30H56NO12RCO'],[0]
['C6H14O6'],[0]
['C6H14NO5'],[1]
['C44H79N2O22RCO'],[0]
['C66H111N4O38RCO'],[-2]
['C15H28NO13PRCO2R2CO2'],[0]
['C88H143N6O54RCO'],[-4]
['C63H104N4O36RCO'],[-3]
['C17H18N2O7'],[0]
['C17H33O2'],[-1]
['C24H47NO4'],[0]
['I2'],[0]
['C9H15O9'],[-1]
['C10H6NO3'],[-1]
['C30H45N3O9S'],[-2]
['C25H39N2O6S'],[-1]
['C29H51N2O8PRS'],[-1]
['C25H43NO4'],[0]
['C25H43NO4'],[0]
['C8H19NO5PRCO2'],[0]
['C5H9O6'],[-1]
['C1480H2428N20O370P20'],[-20]
['C1425H2340N20O370P20'],[-20]
['C6H9O15P3'],[-6]
['C50H84N4O36'],[0]
['C11H15N2O'],[1]
['C10H8'],[0]
['C8H11NO6S'],[0]
['C31H59NO4'],[0]
['C3H5O4PRCO2R2CO2'],[-2]
['C9H13O18P4RCO2R2CO2'],[-7]
['C9H14O15P3RCO2R2CO2'],[-5]
['C9H14O15P3RCO2R2CO2'],[-5]
['C9H15O12P2RCO2R2CO2'],[-3]
['C9H16O9PRCO2R2CO2'],[-1]
['C7H14N3O2R2'],[1]
['C6H11O9P2RCO2R2CO2'],"[0, -3]"
['C13H16N2O4'],[0]
['C40H68N7O17P3S'],[-4]
['C20H33O5'],[-1]
['C20H33O5'],[-1]
['C20H31O5'],[-1]
"['C36H64N7O17P3S', 'C36H60N7O17P3S']",[-4]
['C22H43NO4'],[0]
['C10H14O'],[0]
['C59H90O4'],[0]
['C59H92O4'],[0]
['C20H29OR2CO'],[0]
['C20H30O'],[0]
['C7H14N2O4Se'],[0]
['C18H38NO2'],[1]
['C23H48N2O5PRCO'],[0]
['C18H27O2'],[-1]
['C25H41NO4'],[0]
['C3H5RCO2R2CO2R3CO2'],[0]
['C47H31NO14'],[0]
['C26H45NO6S'],[0]
['C31H51NO4'],[0]
['C24H39O2'],[-1]
['C45H70N7O17P3S'],[-4]
['C4H7O5'],"[0, -1]"
"['C9H21N2O2', 'C9H20N2O2']","[0, 1]"
['C15H11I3NO7S'],[-1]
['C10H13N2'],[1]
['C25H36O8'],[0]
['C21H41NO4'],[0]
['C20H31O5'],[-1]
['C8H11NO4S'],[0]
['C39H64N7O17P3S'],[-4]
['C19H28O3'],[0]
['C14H27O3'],[-1]
['C27H46O2'],[0]
['C27H44O2'],[0]
['C27H44O3'],[0]
['C27H45R2CO2'],[0]
['C27H45XCO2'],[0]
['C27H48O3'],[0]
['C7H9N2O'],[1]
['C27H44O3'],[0]
['C28H44O2'],[0]
"['C10H10N5O7P', 'C10H11N5O7P']",[-1]
['C25H38O8'],[0]
['C39H43N11O18'],[-6]
['C11H12N2O3'],[0]
['C44H51N12O21'],[-7]
['XOH'],[0]
['C3H6O'],[0]
['C92H158N5O55RCO'],[0]
['C72H121N4O43RCO'],[-2]
['C10H12N5O10P2'],[-3]
['C15H21N5O14P2'],[-2]
['C22H35O2'],[-1]
['C25H38O8'],[0]
['C10H21O5NPR'],[0]
['C10H16O'],[0]
['C4H6NO4'],[-1]
"['C39H44N4O12', 'C39H42N4O12']","[0, -2]"
['C28H48O2'],[0]
['C40H56'],[0]
"['C23H33O4', 'C22H33O4']",[-1]
['C9H6O2'],[0]
['C18H35NO5PRCO'],[-2]
['C22H31O2'],"[0, -1]"
['C45H63N2O54S6X'],[-8]
['C20H33O2'],[-1]
['C61H105N3O34RCO'],[-1]
['C61H105N3O34RCO'],[-1]
['C56H99N2O30RCO'],[0]
['C62H109N2O35RCO'],[0]
['C56H99N2O31RCO'],[0]
['C96H165N4O60RCO'],[0]
['C54H96NO32RCO'],[0]
['C26H43NO6'],"[0, -1]"
['C12H21O11X'],[0]
['C88H143N6O54RCO'],[-4]
"['C5H11N3', 'C5H10N3']",[1]
['C20H31O4'],[-1]
['C23H36NO5S'],[-1]
['C24H47O2'],[-1]
['C10H16'],[0]
['C18H31O2'],[-1]
['C18H29O2'],[-1]
['C17H18N2O6'],[0]
['C8H12NO3'],[1]
['C17H19N3O3S'],[0]
['C8H18NO4PRCO2R2CO2'],[0]
['C20H39O2'],[-1]
['C21H30O2'],[0]
['C20H31O5'],[-1]
['C20H30O'],[0]
['C90H145N6O65X'],[-2]
['C23H50N2O5P'],[1]
['C18H32O16'],[0]
['C24H37O2'],[-1]
['C12H18N2O3S'],[0]
['C19H28O2'],[0]
"['C16H31O3', 'C16H30O3']",[-1]
['C27H46O3'],[0]
['C58H102N3O31RCO'],[0]
['C52H92N3O27RCO'],[0]
['C72H121N4O43RCO'],[-2]
['C72H121N4O43RCO'],[-2]
['C61H105N3O35RCO'],[-1]
['C5H14NO'],[1]
['C5H13NO4P'],[-1]
['C20H29N4O16P'],[-2]
['C31H46NO34S3X'],[-4]
['C45H66N2O45S3X'],[-5]
['C45H65N2O48S4X'],[-6]
['C45H65N2O48S4X'],[-6]
['C45H64N2O51S5X'],[-7]
['C45H66N2O45S3X'],[-5]
['C45H65N2O48S4X'],[-6]
['C64H112N3O36RCO'],[0]
['C50H89N2O26RCO'],[0]
['C64H112N3O35RCO'],[0]
['C90H155N4O54RCO'],[0]
['C84H145N4O50RCO'],[0]
"['C70H122N3O40RCO', 'X']",[0]
['C84H145N4O50RCO'],[0]
['C70H117N2O55X'],[0]
"['X', 'C78H135N4O46RCO']",[0]
['C58H102N3O32RCO'],[0]
['C64H112N3O37RCO'],[0]
['C70H122N3O41RCO'],[0]
['C50H89N2O27RCO'],[0]
['C66H111N4O38RCO'],[-2]
['C60H101N4O33RCO'],[-2]
['C24H46NO7RCO'],[0]
['C55H95N3O30RCO'],[-1]
['C30H50N3O20X'],[0]
['C99H159N7O62RCO'],[-5]
['C99H159N7O62RCO'],[-5]
['C77H127N5O46RCO'],[-3]
['C77H127N5O46RCO'],[-3]
['C77H127N5O46RCO'],[-3]
['C31H49NO25X'],[-1]
['C87H129N5O69X'],[-5]
['C79H113N5O101S12X'],[-13]
['C143H231N10O111S3X'],[-4]
['C191H306N13O158S7X'],[-8]
['C199H318N14O166S8X'],[-9]
['C227H363N16O189S9X'],[-10]
['C115H187N8O85SX'],[-2]
['C47H76N4O33X'],[-1]
['C53H86N4O38X'],[-1]
['C89H142N7O72S3X'],[-4]
['C89H143N7O69S2X'],[-3]
['C83H133N7O64S2X'],[-3]
['C17H29O14X'],[0]
['C58H97N2O45X'],[0]
['C58H97N2O45X'],[0]
['C64H107N2O50X'],[0]
['C6H12O6'],[0]
['C74H122N7O50X'],[0]
['C54H90N3O40X'],[0]
['C65H106N4O37RCO'],[-3]
['C10H11N5O10P2'],"[0, -4]"
['C24H45NO10SRCO'],[-1]
['C36H66NO17RCO'],[0]
['C17H25N3O17P2'],[-2]
['C15H19N2O18P2'],[-3]
['C5H9O4X'],[0]
['C45H51N12O22'],[-7]
['C39H45N11O18'],[-6]
['C10H13N5O4'],[0]
['C3H7NO2'],[0]
['C45H68N2O43S2'],[-4]
['C31H49NO29S'],[-2]
['C23H36O24S'],[-2]
['C45H67N2O46S3'],[-5]
